[vidtok.models.autoencoder][AutoencodingEngine] Use ckpt_path: 
/beegfs/work/achakraborti/SANG/checkpoints/vidtok_fsq_causal_488_32768.ckpt
[vidtok.models.autoencoder][AutoencodingEngine] Restored from 
/beegfs/work/achakraborti/SANG/checkpoints/vidtok_fsq_causal_488_32768.ckpt with
0 missing and 56 unexpected keys
train_win=15136 val_win=788 | train_clips=1899 val_clips=99 | mouth_in=768 (student feats)
[semantic] step 2700 loss 2.768 | val retrieval_acc 0.024 hardneg_acc 0.622 | best 0.617 (chance: acc~0.010, hn 0.5)
[semantic] step 2800 loss 2.885 | val retrieval_acc 0.019 hardneg_acc 0.608 | best 0.622 (chance: acc~0.010, hn 0.5)
[semantic] step 2900 loss 2.840 | val retrieval_acc 0.014 hardneg_acc 0.622 | best 0.622 (chance: acc~0.010, hn 0.5)
[semantic] step 3000 loss 2.817 | val retrieval_acc 0.016 hardneg_acc 0.613 | best 0.622 (chance: acc~0.010, hn 0.5)
[semantic] step 3100 loss 2.568 | val retrieval_acc 0.018 hardneg_acc 0.634 | best 0.622 (chance: acc~0.010, hn 0.5)
[semantic] step 3200 loss 2.818 | val retrieval_acc 0.023 hardneg_acc 0.629 | best 0.634 (chance: acc~0.010, hn 0.5)
[semantic] step 3300 loss 2.637 | val retrieval_acc 0.018 hardneg_acc 0.615 | best 0.634 (chance: acc~0.010, hn 0.5)
[semantic] step 3400 loss 2.559 | val retrieval_acc 0.019 hardneg_acc 0.641 | best 0.634 (chance: acc~0.010, hn 0.5)
[semantic] step 3500 loss 2.708 | val retrieval_acc 0.018 hardneg_acc 0.605 | best 0.641 (chance: acc~0.010, hn 0.5)
[semantic] step 3600 loss 2.559 | val retrieval_acc 0.018 hardneg_acc 0.618 | best 0.641 (chance: acc~0.010, hn 0.5)
[semantic] step 3700 loss 2.509 | val retrieval_acc 0.018 hardneg_acc 0.626 | best 0.641 (chance: acc~0.010, hn 0.5)
[semantic] step 3800 loss 2.491 | val retrieval_acc 0.014 hardneg_acc 0.626 | best 0.641 (chance: acc~0.010, hn 0.5)
[semantic] step 3900 loss 2.306 | val retrieval_acc 0.013 hardneg_acc 0.615 | best 0.641 (chance: acc~0.010, hn 0.5)
[semantic] step 4000 loss 2.475 | val retrieval_acc 0.018 hardneg_acc 0.626 | best 0.641 (chance: acc~0.010, hn 0.5)
DONE [semantic] best val hardneg_acc = 0.641
[per_codebook] step 100 loss 5.202 | val retrieval_acc 0.007 hardneg_acc 0.504 | best -1.000 (chance: acc~0.010, hn 0.5)
[per_codebook] step 200 loss 5.159 | val retrieval_acc 0.010 hardneg_acc 0.480 | best 0.504 (chance: acc~0.010, hn 0.5)
[per_codebook] step 300 loss 5.077 | val retrieval_acc 0.006 hardneg_acc 0.503 | best 0.504 (chance: acc~0.010, hn 0.5)
[per_codebook] step 400 loss 5.034 | val retrieval_acc 0.004 hardneg_acc 0.526 | best 0.504 (chance: acc~0.010, hn 0.5)
[per_codebook] step 500 loss 4.994 | val retrieval_acc 0.003 hardneg_acc 0.511 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 600 loss 4.822 | val retrieval_acc 0.008 hardneg_acc 0.495 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 700 loss 4.779 | val retrieval_acc 0.006 hardneg_acc 0.510 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 800 loss 4.629 | val retrieval_acc 0.008 hardneg_acc 0.489 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 900 loss 4.503 | val retrieval_acc 0.011 hardneg_acc 0.508 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 1000 loss 4.323 | val retrieval_acc 0.008 hardneg_acc 0.504 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 1100 loss 4.118 | val retrieval_acc 0.006 hardneg_acc 0.514 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 1200 loss 3.940 | val retrieval_acc 0.009 hardneg_acc 0.519 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 1300 loss 3.967 | val retrieval_acc 0.003 hardneg_acc 0.491 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 1400 loss 3.726 | val retrieval_acc 0.002 hardneg_acc 0.503 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 1500 loss 3.777 | val retrieval_acc 0.010 hardneg_acc 0.505 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 1600 loss 3.914 | val retrieval_acc 0.003 hardneg_acc 0.512 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 1700 loss 3.343 | val retrieval_acc 0.008 hardneg_acc 0.513 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 1800 loss 3.444 | val retrieval_acc 0.008 hardneg_acc 0.523 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 1900 loss 3.219 | val retrieval_acc 0.008 hardneg_acc 0.499 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 2000 loss 3.264 | val retrieval_acc 0.008 hardneg_acc 0.520 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 2100 loss 3.263 | val retrieval_acc 0.008 hardneg_acc 0.505 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 2200 loss 3.335 | val retrieval_acc 0.007 hardneg_acc 0.518 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 2300 loss 3.404 | val retrieval_acc 0.009 hardneg_acc 0.507 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] step 2400 loss 3.421 | val retrieval_acc 0.005 hardneg_acc 0.519 | best 0.526 (chance: acc~0.010, hn 0.5)
[per_codebook] early stop @ 2400; best hardneg_acc 0.526
[per_codebook] top codebook weights: 0=0.033, 1=0.033, 4=0.033, 11=0.032, 30=0.032
DONE [per_codebook] best val hardneg_acc = 0.526
ABLATION semantic=0.641 | per_codebook=0.526
