[vidtok.models.autoencoder][AutoencodingEngine] Use ckpt_path: 
/beegfs/work/achakraborti/SANG/checkpoints/vidtok_fsq_causal_488_32768.ckpt
[vidtok.models.autoencoder][AutoencodingEngine] Restored from 
/beegfs/work/achakraborti/SANG/checkpoints/vidtok_fsq_causal_488_32768.ckpt with
0 missing and 56 unexpected keys
train clips=60479 val clips=3178
params=87.1M device=cuda
step 42000 val_loss 7.0629 val_acc 0.0431 | best 7.0097@41500
step 42500 val_loss 7.0441 val_acc 0.0435 | best 7.0097@41500
step 43000 val_loss 7.0315 val_acc 0.0442 | best 7.0097@41500
step 43500 val_loss 7.0585 val_acc 0.0444 | best 7.0097@41500
step 44000 val_loss 7.0591 val_acc 0.0439 | best 7.0097@41500
step 44500 val_loss 7.0275 val_acc 0.0438 | best 7.0097@41500
step 45000 val_loss 7.0259 val_acc 0.0438 | best 7.0097@41500
step 45500 val_loss 7.0463 val_acc 0.0438 | best 7.0097@41500
step 46000 val_loss 7.0693 val_acc 0.0439 | best 7.0097@41500
step 46500 val_loss 7.0465 val_acc 0.0439 | best 7.0097@41500
step 47000 val_loss 7.0099 val_acc 0.0441 | best 7.0097@41500
step 47500 val_loss 7.0565 val_acc 0.0437 | best 7.0097@41500
early stop at step 47500 (best val_loss 7.0097@41500)
done. best val_loss 7.0097@41500 -> /beegfs/work/achakraborti/SANG/runs/e2/best.pt (best.json)
